pair_id,job_id,cand_id,domain_category,job_title,job_requirements,job_description,job_address,desired_job,candidate_skills,candidate_work_exp,workplace_desired,human_role_score,human_skill_score,human_exp_score,human_loc_score,human_relevance,human_rationale
4220,JOB_60,CV_106,ADJACENT_DOMAIN,Nhân Viên Kinh Doanh - Hồ Chí Minh,"- Tốt nghiệp Đại Học chuyên ngành: Kỹ thuật điện lạnh, quản trị kinh doanh.- Kinh nghiệm làm việc: ít nhất 5 năm vị trí tương đương (có kinh nghiệm trong ngành HVAC là lợi thế).- Thành thạo kỹ năng tin học: Word, Excel- Kỹ năng lãnh đạo, giao tiếp tốt.- Tiếng anh giao tiếp cơ bản.- Vui vẻ hòa đồng, nhiệt tình, năng động, nhạy bén, có tinh thần kỷ luật, có khả năng chịu áp lực cao trong công việc.","- Kinh doanh sản phẩm (Chiller, Cooling Tower, AHU, FCU), giải pháp hệ thống điều hòa không khí HVAC, Thiết bị điện công nghiệp của Mitsubishi- Lập kế hoạch phát triển doanh số và triển khai thị trường để đạt mục tiêu doanh số của ban.- Phân tích tìm hiểu xu hướng thị trường, đối thủ cạnh tranh.- Ch",Hồ Chí Minh,Nhân viên viết content online,"- Sự hiểu biết và tính ham học hỏi - Khả năng học và tự học hỏi nhanh. - Có khả năng thích nghi nhanh với môi trường làm việc - Kỹ năng tổ chức và quản lý công việc hiệu quả - Khả năng chịu được áp lực công việc - Kỹ năng tự chủ, nghiên cứu học hỏi tốt. - Xử lý tình huống nhanh - Thành thạo tin học văn phòng - Kỹ năng lãnh đạo tốt",Chưa có kinh nghiệm,"Hồ Chí Minh, Bình Dương, Đắk Lắk",,,,,,
1536,JOB_21,CV_036,DIFFERENT_DOMAIN,Nhân Viên Kinh Doanh Tại Hà Nội,"- Ứng viên tốt nghiệp từ Trung cấp trở lên- Nhận cả nam và nữ giới. Không yêu cầu kinh nghiệm ( Ưu tiên ứng viên mới ra trường)- Ưu tiên người có kinh nghiệm sales trong mọi lĩnh vực- Chỉ cần chịu khó, chăm chỉ, hoạt bát, nhanh nhẹn.","- Chăm sóc data thông tin khách hàng sẵn có của công ty.- Tìm kiếm, mở rộng thị trường và thiết lập các mối quan hệ với khách hàng hoặc dự án.- Duy trì những quan hệ kinh doanh hiện có, nhận đơn đặt hàng. Thiết lập những mối quan hệ kinh doanh mới.- Thời gian làm việc: sáng từ 7h30-11h30, chiều từ 1",Hà Nội,Nhân viên hành chính nhân sự,"- Năng động, hoạt bát trong các hoạt động tập thể - Kỹ năng thuyết trình tốt - Khả năng thích ứng với công việc nhanh - Có khả năng quản lý, sắp xếp khối lượng công việc lớn - Khả năng chịu được áp lực công việc - Làm việc độc lập và làm việc nhóm - Biết cách phân loại vấn đề diễn ra trong quá trình xử lý công việc - Sử dụng thành thạo phần mềm Microsoft Word, Excel, Power Point … - Khả năng truyền đạt thông tin hiệu quả",5-10 năm,Quảng Ngãi,,,,,,
4981,JOB_71,CV_062,SAME_DOMAIN,Nhân Viên Kế Toán Tổng Hợp,"- Tốt nghiệp Đại học chuyên ngành Tài chính, Kế toán- Nhanh nhẹn, thông minh, có trách nhiệm với Công việc- Kĩ năng tin học văn phòng tốt- Có kinh nghiệm 01 năm trở lên","- Theo dõi, kiểm tra, kiểm soát tính hợp lệ và chính xác của các chứng từ, hóa đơn.- Tổng hợp dữ liệu, chứng từ theo dõi chi phí của Công ty.- Quản lý và lưu trữ chứng từ, sổ sách kế toán khoa học, an toàn và đúng quy định.- Lập các báo cáo tổng hợp công nợ, báo cáo tài chính, báo cáo quản trị khác ",Hà Nội,Nhân viên kế toán,"Hiểu được tầm quan trọng của ngoại ngữ, vì vậy tôi đã trau dồi khả năng đọc, viết và nói tiếng Anh của mình, giúp tôi tự tin giao tiếp với các đối tác nước ngoài và có thể viết ccs bản báo cáo tài chính kế toán bằng tiếng Anh khi được yêu cầu. Đồng thời, tôi hiểu được rằng chỉ cần một sai sót nhỏ trong ngành này là có thể gây ảnh hưởng vô cùng nghiêm trọng, vì thế tôi cũng vô cùng cẩn thận và tỉ mỉ, kỹ năng này giúp tôi hạn chế sai sót trong công việc một cách tuyệt đối. Ngoài ra, tôi là một con người hòa đồng và nhanh chóng thích nghi với môi trường mới, vì vậy tôi mong kỹ năng này sẽ giúp tôi tiến xa hơn trong tương lai sau này.",Trên 10 năm,Hồ Chí Minh,,,,,,
120,JOB_01,CV_088,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Trưởng Nhóm Kinh Doanh,Kỹ năng tổ chức Kỹ năng lãnh đạo Quản lý thời gian hiệu quả Kỹ năng giao tiếp Kỹ năng thuyết trình Dễ dàng thích nghi với môi trường mới Kỹ năng làm việc theo nhóm Lập kế hoạch Tư duy sáng tạo Giải quyết vấn đề,3-5 năm,Hà Nội,,,,,,
993,JOB_14,CV_017,ADJACENT_DOMAIN,Content Marketing,"- Tốt nghiệp Cao đẳng/Đại học chuyên ngành Quản trị kinh doanh, Marketing, Ngôn ngữ,... và các khối ngành liên quan. - Tối thiểu 1-2 năm kinh nghiệm ở vị trí tương đương, đã từng làm việc trong lĩnh vực thời trang, làm đẹp là một lợi thế. - Tin học văn phòng.- Kỹ năng viết lách, sáng tạo nội dung, kỹ năng quản lý thời gian tốt - Đam mê và mong muốn phát triển lâu dài với nghề Content. - Nắm bắt xu hướng, chuyển động của mạng xã hội. - Biết các thủ thuật tăng like, views...cho các bài viết trên các kênh truyền thông của Công ty - Khả năng làm việc nhóm -Năng động, chủ động và cẩn trọng trong công việc","- Xây dựng, sáng tạo, quản trị nội dung (bao gồm viết nội dung, trình bày nội dung, ý tưởng về hình ảnh) trên Fanpages, Website, và các kênh truyền thông của Công ty.- Chịu trách nhiệm về các hoạt động Marketing/ Content và các hoạt động Branding khác liên quan đến các sản phẩm/nhãn hàng đảm nhiệm. ",Hồ Chí Minh,Nhân viên kinh doanh,"- Kỹ năng lắng nghe và giải quyết vấn đề hiệu quả. - Kỹ năng thuyết trình tốt - Dễ dàng làm quen với môi trường mới - Có khả năng quản lý, sắp xếp khối lượng công việc lớn - Khả năng tư duy sáng tạo. - Kỹ năng làm việc nhóm tốt. - Khả năng nhận diện vấn đề nhanh - Kỹ năng soạn thảo văn bản, hợp đồng,… - Kỹ năng lãnh đạo tốt",Chưa có kinh nghiệm,Hồ Chí Minh,,,,,,
1471,JOB_21,CV_025,SAME_DOMAIN,Nhân Viên Kinh Doanh Tại Hà Nội,"- Ứng viên tốt nghiệp từ Trung cấp trở lên- Nhận cả nam và nữ giới. Không yêu cầu kinh nghiệm ( Ưu tiên ứng viên mới ra trường)- Ưu tiên người có kinh nghiệm sales trong mọi lĩnh vực- Chỉ cần chịu khó, chăm chỉ, hoạt bát, nhanh nhẹn.","- Chăm sóc data thông tin khách hàng sẵn có của công ty.- Tìm kiếm, mở rộng thị trường và thiết lập các mối quan hệ với khách hàng hoặc dự án.- Duy trì những quan hệ kinh doanh hiện có, nhận đơn đặt hàng. Thiết lập những mối quan hệ kinh doanh mới.- Thời gian làm việc: sáng từ 7h30-11h30, chiều từ 1",Hà Nội,Kế toán/ Sale admin (Trợ lý kinh doanh),- Trung thực và cẩn thận - Quan sát và phân tích - Giao tiếp và ứng xử tốt - Chịu được áp lực công việc - Sắp xếp và quản lý thời gian,5-10 năm,Bình Dương,,,,,,
5017,JOB_71,CV_082,ADJACENT_DOMAIN,Nhân Viên Kế Toán Tổng Hợp,"- Tốt nghiệp Đại học chuyên ngành Tài chính, Kế toán- Nhanh nhẹn, thông minh, có trách nhiệm với Công việc- Kĩ năng tin học văn phòng tốt- Có kinh nghiệm 01 năm trở lên","- Theo dõi, kiểm tra, kiểm soát tính hợp lệ và chính xác của các chứng từ, hóa đơn.- Tổng hợp dữ liệu, chứng từ theo dõi chi phí của Công ty.- Quản lý và lưu trữ chứng từ, sổ sách kế toán khoa học, an toàn và đúng quy định.- Lập các báo cáo tổng hợp công nợ, báo cáo tài chính, báo cáo quản trị khác ",Hà Nội,Thực tập nhân sự,"Biết lắng nghe tiếp thu ý kiến của đồng nghiệp và cấp trênChăm chỉ, chịu khó tìm hiểu các vấn đề trong công việc và cuộc sốngTinh thần trách nhiệm trong công việcChịu được áp lực trong công việcHòa đồng, vui vẻ với đồng nghiệp",Chưa có kinh nghiệm,Hồ Chí Minh,,,,,,
1489,JOB_21,CV_002,DIFFERENT_DOMAIN,Nhân Viên Kinh Doanh Tại Hà Nội,"- Ứng viên tốt nghiệp từ Trung cấp trở lên- Nhận cả nam và nữ giới. Không yêu cầu kinh nghiệm ( Ưu tiên ứng viên mới ra trường)- Ưu tiên người có kinh nghiệm sales trong mọi lĩnh vực- Chỉ cần chịu khó, chăm chỉ, hoạt bát, nhanh nhẹn.","- Chăm sóc data thông tin khách hàng sẵn có của công ty.- Tìm kiếm, mở rộng thị trường và thiết lập các mối quan hệ với khách hàng hoặc dự án.- Duy trì những quan hệ kinh doanh hiện có, nhận đơn đặt hàng. Thiết lập những mối quan hệ kinh doanh mới.- Thời gian làm việc: sáng từ 7h30-11h30, chiều từ 1",Hà Nội,"Nhân viên văn phòng, khu công nghiệp sử dụng tiếng Trung","- Am hiểu mọi quy trình về hành chính nhân sự và các quy tắc quản lý giấy tờ hồ sơ của doanh nghiệp. - Khả năng quản lý thời gian, sắp xếp và lập kế hoạch để quản lý công việc một cách hiệu quả. - Có kỹ năng giao tiếp và ứng xử để áp dụng và phục vụ tốt vào trong công việc hành chính được giao. - Kỹ năng làm việc nhóm và có tinh thần sẵn sàng giúp đỡ và hỗ trợ mọi người trong công việc.",1-3 năm,Bắc Giang,,,,,,
2089,JOB_29,CV_070,SAME_DOMAIN,Quản Lý Cửa Hàng Thời Trang,"- Nam,nữ độ tuổi từ 28-35 . Ngoại hình ưa nhìn. Có gu ăn mặc là một lợi thế- Có 2 năm kinh nghiệm quản lý lĩnh vực thời trang, bán lẻ- Khả năng sale tốt.","-Chịu trách nhiệm toàn bộ hàng hóa, nhân viên trong Showroom-Chịu trách nhiệm hàng hóa, doanh số trong showroom-Kiểm tra cách trưng bày hàng hóa sao cho bắt mắt và thường xuyên thay đổi.-Sắp xếp lịch làm việc cho nhân viên hàng tuần.-Có kế hoạch Chăm sóc khách hàng offline, online thường xuyên thúc ",Bắc Ninh,Nhân viên lái xe bằng D,"- Có khả năng nhớ đường tốt chỉ cần đi một lần. - Thông thạo các tuyến đường tỉnh và đường liên tỉnh. - Tuân thủ nghiêm đối với luật giao thông đường bộ. - Có khả năng trong việc giải quyết các vấn đề xảy ra trong quá trình di chuyển. - Có thể thiết lập được các mối quan hệ với đồng nghiệp thật tốt. - Tổ chức kế hoạch công việc hiệu quả. - Sắp xếp, quản lý thời gian biểu phù hợp.",5-10 năm,Bà Rịa Vũng Tàu,,,,,,
4200,JOB_60,CV_010,DIFFERENT_DOMAIN,Nhân Viên Kinh Doanh - Hồ Chí Minh,"- Tốt nghiệp Đại Học chuyên ngành: Kỹ thuật điện lạnh, quản trị kinh doanh.- Kinh nghiệm làm việc: ít nhất 5 năm vị trí tương đương (có kinh nghiệm trong ngành HVAC là lợi thế).- Thành thạo kỹ năng tin học: Word, Excel- Kỹ năng lãnh đạo, giao tiếp tốt.- Tiếng anh giao tiếp cơ bản.- Vui vẻ hòa đồng, nhiệt tình, năng động, nhạy bén, có tinh thần kỷ luật, có khả năng chịu áp lực cao trong công việc.","- Kinh doanh sản phẩm (Chiller, Cooling Tower, AHU, FCU), giải pháp hệ thống điều hòa không khí HVAC, Thiết bị điện công nghiệp của Mitsubishi- Lập kế hoạch phát triển doanh số và triển khai thị trường để đạt mục tiêu doanh số của ban.- Phân tích tìm hiểu xu hướng thị trường, đối thủ cạnh tranh.- Ch",Hồ Chí Minh,Quản lý chất lượng (QC/QA) nông sản,"- Chăm chỉ, cần cù, chịu khó - Kỹ năng giao tiếp linh hoạt, có khả năng thuyết trình và trình bày - Khả năng thích ứng với công việc nhanh - Kỹ năng tổ chức và quản lý công việc hiệu quả - Có thể chịu được công việc có nhiều áp lực - Làm việc độc lập và làm việc nhóm - Khả năng nhận diện vấn đề nhanh - Kỹ năng thao tác bàn phím tốt - Kỹ năng lãnh đạo tốt",Chưa có kinh nghiệm,"Cần Thơ, Tiền Giang, Vĩnh Long",,,,,,
3586,JOB_51,CV_105,SAME_DOMAIN,Nhân Viên QC Thời Trang,"- Kinh nghiệm: Ứng viên có kinh nghiệm tối thiểu 3 năm về nghiệp vụ liên quan.- Kiến thức cần thiết:+ Kiến thức về sản phẩm hàng thời trang đa dạng (dệt kim & dệt thoi)+ Kiến thức về quy trình sản xuất, hiểu về các công đoạn cấu thành sản phẩm- Kỹ năng chuyên môn:+ Có kiến thức am hiểu về sản xuất các loại trang phục thời trang nam/nữ/trẻ em+ Kỹ năng giao tiếp tốt, trao đổi vấn đề mạch lạc, tương tác công việc hiệu quả.+ Sử dụng được các phần mềm cơ bản: Office- Thái độ: Cầu thị, nhiệt tâm, cẩn thận, linh hoạt.",1.Kiểm soát chất lượng nguồn nguyên liệu nhập:- Kiểm soát chất lượng nguyên liệu đầu vào (nếu có)- Thông báo kịp thời các vấn đề liên quan đến chất lượng không đảm bảo của nguyên liệu sản xuất.2. Kiểm soát chất lượng hàng hóa trước khi đưa ra lưu thông:- Tiếp nhận thông tin đơn hàng từ nhân viên phụ,Hà Nội,Nhân viên lái xe bằng B2,"- Am hiểu về xe tải, biết cách xử lý các vấn đề xảy ra với xe. - Bảo quản và giữ gìn xe sạch sẽ, thường xuyên bảo dưỡng xe. - Lái xe an toàn và đảm bảo tuân thủ luật giao thông. - Khả năng ghi nhớ nhanh chóng, nhớ đường tốt. - Kỹ năng giao tiếp và thiết lập các mối quan hệ với khách hàng, đồng nghiệp. - Kỹ năng giải quyết vấn đề. - Sắp xếp và tổ chức, quản lý công việc hiệu quả, đảm bảo hàng hóa đến tay khách hàng nhanh nhất. - Chịu được áp lực cao trong công việc và khi lái xe.",Trên 10 năm,Hà Nội,,,,,,
1639,JOB_23,CV_062,ADJACENT_DOMAIN,Nhân Viên Đào Tạo,"- Linh hoạt, chủ động trong công việc- Kỹ năng thuyết trình, giải quyết vấn đề, làm việc theo nhóm và độc lập- Tốt nghiệp Đại học trở lên- Có thể sử dụng tốt powerpoint, canva...","- Lên lịch và tổ chức các lớp học, làm báo cáo tổng hợp đánh giá kết quả của các lớp học này có tham khảo ý kiến từ giảng viên và học viên- Quản lý cơ sở dữ liệu đào tạo, dữ liệu nhà cung cấp, thư viện tài liệu đào tạo- Trực tiếp thuyết trình trong các buổi đào tạo định hướng cho nhân viên mới của T",Hà Nội,Nhân viên kế toán,"Hiểu được tầm quan trọng của ngoại ngữ, vì vậy tôi đã trau dồi khả năng đọc, viết và nói tiếng Anh của mình, giúp tôi tự tin giao tiếp với các đối tác nước ngoài và có thể viết ccs bản báo cáo tài chính kế toán bằng tiếng Anh khi được yêu cầu. Đồng thời, tôi hiểu được rằng chỉ cần một sai sót nhỏ trong ngành này là có thể gây ảnh hưởng vô cùng nghiêm trọng, vì thế tôi cũng vô cùng cẩn thận và tỉ mỉ, kỹ năng này giúp tôi hạn chế sai sót trong công việc một cách tuyệt đối. Ngoài ra, tôi là một con người hòa đồng và nhanh chóng thích nghi với môi trường mới, vì vậy tôi mong kỹ năng này sẽ giúp tôi tiến xa hơn trong tương lai sau này.",Trên 10 năm,Hồ Chí Minh,,,,,,
154,JOB_02,CV_049,DIFFERENT_DOMAIN,HR Business Partner,"Tốt nghiệp đại học các chuyên ngành liên quan như kinh tế, quản trị, hành chánh, luật...Am hiểu sâu về Luật Lao động, Luật doanh nghiệp, Luật BHXH, Luật Công đoàn.Có ít nhất 3 năm kinh nghiệm trong công tác quản trị nhân sự và hành chánh. Ít nhất 1 năm kinh nghiệm ở vị trí tương đương.Kỹ năng lãnh đạo nhân viên; lập kế hoạch; giao tiếp tốtKỹ năng tổ chức và giám sát công việcKỹ năng phân tích, tổng hợp, làm báo cáo.Có khả năng chịu áp lực cao trong công việcTrung thực, chính trực, nhiệt tình công tác. Sáng tạo trong công việc","Xây dựng và thực hiện chiến lược nhân sự phù hợp với chiến lược kinh doanh tổng thể trong từng giai đoạn phát triển của Công ty.Giám sát và quản lý hệ thống đánh giá, thưởng phạt cho nhân viên.Hỗ trợ các nhu cầu kinh doanh thông qua việc tham gia phát triền và giưc chân lao độngXây dựng và quản lý k",Hồ Chí Minh,Nhân viên sale,"- Có niềm say mê trong công việc - Giao tiếp, ứng xử với mọi người tốt - Có khả năng thích nghi nhanh với môi trường làm việc - Có khả năng quản lý, sắp xếp khối lượng công việc lớn - Chịu được áp lực cao trong công việc - Làm việc độc lập và làm việc nhóm - Khả năng nhận diện vấn đề nhanh - Thành thạo tin học văn phòng - Khả năng truyền đạt thông tin hiệu quả",3-5 năm,Hà Nội,,,,,,
2055,JOB_29,CV_048,SAME_DOMAIN,Quản Lý Cửa Hàng Thời Trang,"- Nam,nữ độ tuổi từ 28-35 . Ngoại hình ưa nhìn. Có gu ăn mặc là một lợi thế- Có 2 năm kinh nghiệm quản lý lĩnh vực thời trang, bán lẻ- Khả năng sale tốt.","-Chịu trách nhiệm toàn bộ hàng hóa, nhân viên trong Showroom-Chịu trách nhiệm hàng hóa, doanh số trong showroom-Kiểm tra cách trưng bày hàng hóa sao cho bắt mắt và thường xuyên thay đổi.-Sắp xếp lịch làm việc cho nhân viên hàng tuần.-Có kế hoạch Chăm sóc khách hàng offline, online thường xuyên thúc ",Bắc Ninh,Nhân viên lái xe - Bằng Lái Xe Hạng B2,"- Có thể ghi nhớ tên cùng vị trí đường ngay cả khi mới đi qua 1 lần - Là người có tinh thần trách nhiệm cao, biết ưu tiên các đầu việc quan trọng để hoàn thành kịp tiến độ cấp trên yêu cầu - Là người siêng năng, chịu khó",5-10 năm,Hà Nội,,,,,,
1647,JOB_23,CV_022,DIFFERENT_DOMAIN,Nhân Viên Đào Tạo,"- Linh hoạt, chủ động trong công việc- Kỹ năng thuyết trình, giải quyết vấn đề, làm việc theo nhóm và độc lập- Tốt nghiệp Đại học trở lên- Có thể sử dụng tốt powerpoint, canva...","- Lên lịch và tổ chức các lớp học, làm báo cáo tổng hợp đánh giá kết quả của các lớp học này có tham khảo ý kiến từ giảng viên và học viên- Quản lý cơ sở dữ liệu đào tạo, dữ liệu nhà cung cấp, thư viện tài liệu đào tạo- Trực tiếp thuyết trình trong các buổi đào tạo định hướng cho nhân viên mới của T",Hà Nội,"chăm sóc khách hàng, thiết kế, nghệ thuật...","Giao tiếp tốt, tự tin, nhanh nhẹn, tiếp thu nhanh, sáng tạo, dễ hoà nhập với nhiều môi trường mới. Biết lắng nghe tiếp thu ý kiến của đồng nghiệp và cấp trênChăm chỉ, chịu khó tìm hiểu các vấn đề trong công việc và cuộc sốngTinh thần trách nhiệm trong công việcChịu được áp lực trong công việcHòa đồng, vui vẻ với đồng nghiệp",1-3 năm,Hồ Chí Minh,,,,,,
2061,JOB_29,CV_039,SAME_DOMAIN,Quản Lý Cửa Hàng Thời Trang,"- Nam,nữ độ tuổi từ 28-35 . Ngoại hình ưa nhìn. Có gu ăn mặc là một lợi thế- Có 2 năm kinh nghiệm quản lý lĩnh vực thời trang, bán lẻ- Khả năng sale tốt.","-Chịu trách nhiệm toàn bộ hàng hóa, nhân viên trong Showroom-Chịu trách nhiệm hàng hóa, doanh số trong showroom-Kiểm tra cách trưng bày hàng hóa sao cho bắt mắt và thường xuyên thay đổi.-Sắp xếp lịch làm việc cho nhân viên hàng tuần.-Có kế hoạch Chăm sóc khách hàng offline, online thường xuyên thúc ",Bắc Ninh,Nhân viên lái xe hạng D,"- Tôi tự tin rằng mình có khả năng ghi nhớ tốt đối với những quãng đường từng đi qua, bên cạnh đó nếu có yêu cầu thì cũng sẽ tìm hiểu để đáp ứng nhiệm vụ được phân công trên những tuyến đường mới - Có khả năng quan sát, điều khiển phương tiện giao thông an toàn khi làm nhiệm vụ",5-10 năm,Bà Rịa Vũng Tàu,,,,,,
176,JOB_02,CV_037,ADJACENT_DOMAIN,HR Business Partner,"Tốt nghiệp đại học các chuyên ngành liên quan như kinh tế, quản trị, hành chánh, luật...Am hiểu sâu về Luật Lao động, Luật doanh nghiệp, Luật BHXH, Luật Công đoàn.Có ít nhất 3 năm kinh nghiệm trong công tác quản trị nhân sự và hành chánh. Ít nhất 1 năm kinh nghiệm ở vị trí tương đương.Kỹ năng lãnh đạo nhân viên; lập kế hoạch; giao tiếp tốtKỹ năng tổ chức và giám sát công việcKỹ năng phân tích, tổng hợp, làm báo cáo.Có khả năng chịu áp lực cao trong công việcTrung thực, chính trực, nhiệt tình công tác. Sáng tạo trong công việc","Xây dựng và thực hiện chiến lược nhân sự phù hợp với chiến lược kinh doanh tổng thể trong từng giai đoạn phát triển của Công ty.Giám sát và quản lý hệ thống đánh giá, thưởng phạt cho nhân viên.Hỗ trợ các nhu cầu kinh doanh thông qua việc tham gia phát triền và giưc chân lao độngXây dựng và quản lý k",Hồ Chí Minh,Nhân viên Kế toán,"- Trung thực, cẩn thận, có óc sáng tạo - Kỹ năng giao tiếp linh hoạt, có khả năng thuyết trình và trình bày - Khả năng thích ứng với công việc nhanh - Quản lý thời gian hiệu quả - Chịu được áp lực cao trong công việc - Kỹ năng làm việc nhóm cũng như làm việc độc lập. - Khả năng giải quyết vấn đề linh hoạt - Sử dụng thành thạo phần mềm Microsoft Word, Excel, Power Point … - Khả năng truyền cảm hứng",Chưa có kinh nghiệm,Hồ Chí Minh,,,,,,
4976,JOB_71,CV_036,ADJACENT_DOMAIN,Nhân Viên Kế Toán Tổng Hợp,"- Tốt nghiệp Đại học chuyên ngành Tài chính, Kế toán- Nhanh nhẹn, thông minh, có trách nhiệm với Công việc- Kĩ năng tin học văn phòng tốt- Có kinh nghiệm 01 năm trở lên","- Theo dõi, kiểm tra, kiểm soát tính hợp lệ và chính xác của các chứng từ, hóa đơn.- Tổng hợp dữ liệu, chứng từ theo dõi chi phí của Công ty.- Quản lý và lưu trữ chứng từ, sổ sách kế toán khoa học, an toàn và đúng quy định.- Lập các báo cáo tổng hợp công nợ, báo cáo tài chính, báo cáo quản trị khác ",Hà Nội,Nhân viên hành chính nhân sự,"- Năng động, hoạt bát trong các hoạt động tập thể - Kỹ năng thuyết trình tốt - Khả năng thích ứng với công việc nhanh - Có khả năng quản lý, sắp xếp khối lượng công việc lớn - Khả năng chịu được áp lực công việc - Làm việc độc lập và làm việc nhóm - Biết cách phân loại vấn đề diễn ra trong quá trình xử lý công việc - Sử dụng thành thạo phần mềm Microsoft Word, Excel, Power Point … - Khả năng truyền đạt thông tin hiệu quả",5-10 năm,Quảng Ngãi,,,,,,
4970,JOB_71,CV_005,ADJACENT_DOMAIN,Nhân Viên Kế Toán Tổng Hợp,"- Tốt nghiệp Đại học chuyên ngành Tài chính, Kế toán- Nhanh nhẹn, thông minh, có trách nhiệm với Công việc- Kĩ năng tin học văn phòng tốt- Có kinh nghiệm 01 năm trở lên","- Theo dõi, kiểm tra, kiểm soát tính hợp lệ và chính xác của các chứng từ, hóa đơn.- Tổng hợp dữ liệu, chứng từ theo dõi chi phí của Công ty.- Quản lý và lưu trữ chứng từ, sổ sách kế toán khoa học, an toàn và đúng quy định.- Lập các báo cáo tổng hợp công nợ, báo cáo tài chính, báo cáo quản trị khác ",Hà Nội,Nhân viên Hành Chính Nhân Sự,"- Trung thực, cẩn thận, có óc sáng tạo - Kỹ năng giao tiếp linh hoạt, có khả năng thuyết trình và trình bày - Có khả năng thích nghi nhanh với môi trường làm việc - Quản lý thời gian hiệu quả - Có khả năng làm việc dưới áp lực cao - Kỹ năng làm việc nhóm cũng như làm việc độc lập. - Xử lý tình huống nhanh - Kỹ năng thao tác bàn phím tốt - Có tầm nhìn và sự quyết đoán",Trên 10 năm,Bắc Giang,,,,,,
3587,JOB_51,CV_090,SAME_DOMAIN,Nhân Viên QC Thời Trang,"- Kinh nghiệm: Ứng viên có kinh nghiệm tối thiểu 3 năm về nghiệp vụ liên quan.- Kiến thức cần thiết:+ Kiến thức về sản phẩm hàng thời trang đa dạng (dệt kim & dệt thoi)+ Kiến thức về quy trình sản xuất, hiểu về các công đoạn cấu thành sản phẩm- Kỹ năng chuyên môn:+ Có kiến thức am hiểu về sản xuất các loại trang phục thời trang nam/nữ/trẻ em+ Kỹ năng giao tiếp tốt, trao đổi vấn đề mạch lạc, tương tác công việc hiệu quả.+ Sử dụng được các phần mềm cơ bản: Office- Thái độ: Cầu thị, nhiệt tâm, cẩn thận, linh hoạt.",1.Kiểm soát chất lượng nguồn nguyên liệu nhập:- Kiểm soát chất lượng nguyên liệu đầu vào (nếu có)- Thông báo kịp thời các vấn đề liên quan đến chất lượng không đảm bảo của nguyên liệu sản xuất.2. Kiểm soát chất lượng hàng hóa trước khi đưa ra lưu thông:- Tiếp nhận thông tin đơn hàng từ nhân viên phụ,Hà Nội,Nhân viên lái xe hạng B2,"+ Kỹ năng giao tiếp, đàm phán và thuyết phục khách hàng + Có kiến thức và kỹ năng dịch vụ chăm sóc khách hàng, quy trình chăm sóc khách hàng + Kỹ năng nhập và xử lý dữ liệu + Thành thạo MS Word và MS Excel + Kỹ năng quản lý thời gian, sắp xếp công việc + Kỹ năng làm việc nhóm và làm việc độc lập hiệu quả",5-10 năm,Bình Dương,,,,,,
139,JOB_01,CV_041,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,BS SẢN PHỤ KHOA,"- Kỹ năng làm việc nhóm - Kỹ năng giao tiếp, ứng xử - Kỹ năng giải quyết vấn đề độc lập - Dễ dàng thích nghi với môi trường mới",Trên 10 năm,Hồ Chí Minh,,,,,,
