pair_id,job_id,cand_id,lf_sem,lf_skill,lf_exp,y_prob
561,JOB_8072,CV_2600,0,-1,0,0.02538860103673903
562,JOB_8072,CV_169,0,-1,-1,0.0005105230256900504
563,JOB_8072,CV_524,0,-1,0,0.02538860103673903
564,JOB_8072,CV_2376,0,-1,0,0.02538860103673903
565,JOB_8072,CV_3433,-1,-1,1,0.0010209214132788126
566,JOB_8072,CV_2869,0,0,-1,0.001030927835170999
567,JOB_8072,CV_3446,0,-1,0,0.02538860103673903
568,JOB_8072,CV_905,-1,-1,-1,9.917959306947982e-06
569,JOB_8072,CV_2473,0,-1,0,0.02538860103673903
570,JOB_5933,CV_3526,0,-1,1,0.050000000000852515
571,JOB_5933,CV_1502,1,-1,0,0.05048981939009535
572,JOB_5933,CV_3462,1,-1,0,0.05048981939009535
573,JOB_5933,CV_2469,1,-1,0,0.05048981939009535
574,JOB_5933,CV_206,0,-1,0,0.02538860103673903
575,JOB_5933,CV_524,1,-1,0,0.05048981939009535
576,JOB_5933,CV_3446,1,-1,0,0.05048981939009535
577,JOB_5933,CV_1186,1,-1,1,0.09701196509778601
578,JOB_5933,CV_2418,-1,-1,0,0.0005055652158428946
579,JOB_5933,CV_2869,1,-1,-1,0.0010415531554970948
580,JOB_5933,CV_3871,1,-1,1,0.09701196509778601
581,JOB_5933,CV_2745,0,-1,0,0.02538860103673903
582,JOB_5933,CV_3494,-1,-1,0,0.0005055652158428946
583,JOB_5933,CV_3341,1,-1,0,0.05048981939009535
584,JOB_5933,CV_945,1,-1,1,0.09701196509778601
585,JOB_5933,CV_2932,1,-1,0,0.05048981939009535
586,JOB_5933,CV_169,1,-1,-1,0.0010415531554970948
587,JOB_5933,CV_767,0,-1,-1,0.0005105230256900504
588,JOB_5933,CV_2404,1,-1,0,0.05048981939009535
589,JOB_5933,CV_3118,-1,-1,0,0.0005055652158428946
590,JOB_5933,CV_2822,1,-1,0,0.05048981939009535
591,JOB_5933,CV_1406,1,-1,1,0.09701196509778601
592,JOB_5933,CV_3733,0,-1,0,0.02538860103673903
593,JOB_5933,CV_1393,1,-1,0,0.05048981939009535
594,JOB_5933,CV_3204,1,-1,1,0.09701196509778601
595,JOB_5933,CV_2812,0,-1,1,0.050000000000852515
596,JOB_5933,CV_3116,0,-1,1,0.050000000000852515
597,JOB_5933,CV_3797,0,-1,0,0.02538860103673903
598,JOB_5933,CV_870,0,-1,1,0.050000000000852515
599,JOB_5933,CV_2858,0,-1,1,0.050000000000852515
600,JOB_12097,CV_3116,0,-1,0,0.02538860103673903
601,JOB_12097,CV_3495,0,-1,1,0.050000000000852515
602,JOB_12097,CV_3150,0,-1,0,0.02538860103673903
603,JOB_12097,CV_865,0,-1,-1,0.0005105230256900504
604,JOB_12097,CV_3446,-1,-1,1,0.0010209214132788126
605,JOB_12097,CV_500,0,-1,0,0.02538860103673903
606,JOB_12097,CV_3494,-1,-1,-1,9.917959306947982e-06
607,JOB_12097,CV_1449,0,-1,-1,0.0005105230256900504
608,JOB_12097,CV_2473,0,-1,-1,0.0005105230256900504
609,JOB_12097,CV_1406,0,-1,0,0.02538860103673903
610,JOB_12097,CV_2404,-1,-1,-1,9.917959306947982e-06
611,JOB_12097,CV_2579,0,-1,-1,0.0005105230256900504
612,JOB_12097,CV_3871,-1,-1,0,0.0005055652158428946
613,JOB_12097,CV_2531,-1,-1,1,0.0010209214132788126
614,JOB_12097,CV_3406,0,-1,0,0.02538860103673903
615,JOB_12097,CV_169,-1,-1,-1,9.917959306947982e-06
616,JOB_12097,CV_3341,0,-1,-1,0.0005105230256900504
617,JOB_12097,CV_281,0,-1,1,0.050000000000852515
618,JOB_12097,CV_678,-1,-1,1,0.0010209214132788126
619,JOB_12097,CV_3797,-1,-1,-1,9.917959306947982e-06
620,JOB_12097,CV_3868,0,-1,0,0.02538860103673903
621,JOB_12097,CV_1432,0,-1,1,0.050000000000852515
622,JOB_12097,CV_365,-1,-1,0,0.0005055652158428946
623,JOB_12097,CV_3243,0,-1,0,0.02538860103673903
624,JOB_12097,CV_688,-1,-1,-1,9.917959306947982e-06
625,JOB_12097,CV_2418,-1,-1,-1,9.917959306947982e-06
626,JOB_12097,CV_767,-1,-1,-1,9.917959306947982e-06
627,JOB_12097,CV_3529,0,-1,-1,0.0005105230256900504
628,JOB_12097,CV_3518,-1,-1,0,0.0005055652158428946
629,JOB_12097,CV_046,-1,-1,0,0.0005055652158428946
690,JOB_9693,CV_1393,1,-1,-1,0.0010415531554970948
691,JOB_9693,CV_3871,0,-1,0,0.02538860103673903
692,JOB_9693,CV_2503,1,-1,-1,0.0010415531554970948
693,JOB_9693,CV_206,0,-1,-1,0.0005105230256900504
694,JOB_9693,CV_2473,0,-1,-1,0.0005105230256900504
695,JOB_9693,CV_2531,1,-1,1,0.09701196509778601
696,JOB_9693,CV_562,0,-1,-1,0.0005105230256900504
697,JOB_9693,CV_1237,1,-1,0,0.05048981939009535
698,JOB_9693,CV_3755,0,-1,-1,0.0005105230256900504
699,JOB_9693,CV_3406,1,-1,0,0.05048981939009535
700,JOB_9693,CV_870,1,-1,0,0.05048981939009535
701,JOB_9693,CV_2480,0,-1,-1,0.0005105230256900504
702,JOB_9693,CV_2822,1,-1,1,0.09701196509778601
703,JOB_9693,CV_945,1,-1,0,0.05048981939009535
704,JOB_9693,CV_1186,0,-1,0,0.02538860103673903
705,JOB_9693,CV_767,0,-1,-1,0.0005105230256900504
706,JOB_9693,CV_3839,0,-1,0,0.02538860103673903
707,JOB_9693,CV_3140,0,-1,0,0.02538860103673903
708,JOB_9693,CV_1432,1,-1,1,0.09701196509778601
709,JOB_9693,CV_3243,0,-1,0,0.02538860103673903
710,JOB_9693,CV_1502,0,-1,-1,0.0005105230256900504
711,JOB_9693,CV_201,0,-1,0,0.02538860103673903
712,JOB_9693,CV_3118,0,-1,-1,0.0005105230256900504
713,JOB_9693,CV_259,0,-1,0,0.02538860103673903
714,JOB_9693,CV_2418,-1,-1,-1,9.917959306947982e-06
715,JOB_9693,CV_3810,1,-1,1,0.09701196509778601
716,JOB_9693,CV_3150,0,-1,0,0.02538860103673903
717,JOB_9693,CV_046,0,-1,0,0.02538860103673903
718,JOB_9693,CV_2376,1,-1,1,0.09701196509778601
719,JOB_9693,CV_169,0,-1,-1,0.0005105230256900504
780,JOB_11097,CV_3204,1,-1,0,0.05048981939009535
781,JOB_11097,CV_3755,0,-1,-1,0.0005105230256900504
782,JOB_11097,CV_2376,0,-1,1,0.050000000000852515
783,JOB_11097,CV_3462,0,-1,1,0.050000000000852515
784,JOB_11097,CV_3118,-1,-1,-1,9.917959306947982e-06
785,JOB_11097,CV_524,0,-1,1,0.050000000000852515
786,JOB_11097,CV_2503,1,-1,-1,0.0010415531554970948
787,JOB_11097,CV_3559,0,-1,0,0.02538860103673903
788,JOB_11097,CV_2480,1,-1,-1,0.0010415531554970948
789,JOB_11097,CV_3868,1,-1,0,0.05048981939009535
790,JOB_11097,CV_3406,1,-1,0,0.05048981939009535
791,JOB_11097,CV_3109,1,-1,-1,0.0010415531554970948
792,JOB_11097,CV_435,0,-1,-1,0.0005105230256900504
793,JOB_11097,CV_3150,0,-1,0,0.02538860103673903
794,JOB_11097,CV_2741,0,-1,-1,0.0005105230256900504
795,JOB_11097,CV_201,0,-1,0,0.02538860103673903
796,JOB_11097,CV_046,-1,-1,0,0.0005055652158428946
797,JOB_11097,CV_2469,1,-1,-1,0.0010415531554970948
798,JOB_11097,CV_1393,0,-1,-1,0.0005105230256900504
799,JOB_11097,CV_3494,-1,-1,-1,9.917959306947982e-06
800,JOB_11097,CV_2579,1,-1,-1,0.0010415531554970948
801,JOB_11097,CV_1186,1,-1,0,0.05048981939009535
802,JOB_11097,CV_3680,0,-1,1,0.050000000000852515
803,JOB_11097,CV_631,0,-1,1,0.050000000000852515
804,JOB_11097,CV_2473,1,-1,-1,0.0010415531554970948
805,JOB_11097,CV_206,0,-1,-1,0.0005105230256900504
806,JOB_11097,CV_2869,1,-1,-1,0.0010415531554970948
807,JOB_11097,CV_767,1,-1,-1,0.0010415531554970948
808,JOB_11097,CV_3433,0,-1,0,0.02538860103673903
809,JOB_11097,CV_678,0,-1,1,0.050000000000852515
810,JOB_848,CV_2480,1,-1,0,0.05048981939009535
811,JOB_848,CV_870,1,-1,1,0.09701196509778601
812,JOB_848,CV_3518,1,-1,1,0.09701196509778601
813,JOB_848,CV_2473,1,-1,0,0.05048981939009535
814,JOB_848,CV_1471,0,-1,0,0.02538860103673903
815,JOB_848,CV_206,1,-1,0,0.05048981939009535
816,JOB_848,CV_3326,0,-1,1,0.050000000000852515
817,JOB_848,CV_2531,1,-1,0,0.05048981939009535
818,JOB_848,CV_3109,1,-1,0,0.05048981939009535
819,JOB_848,CV_3495,1,-1,0,0.05048981939009535
820,JOB_848,CV_3406,1,-1,1,0.09701196509778601
821,JOB_848,CV_3433,-1,-1,1,0.0010209214132788126
822,JOB_848,CV_2677,0,-1,-1,0.0005105230256900504
823,JOB_848,CV_3529,0,-1,-1,0.0005105230256900504
824,JOB_848,CV_3526,-1,-1,1,0.0010209214132788126
825,JOB_848,CV_905,0,-1,-1,0.0005105230256900504
826,JOB_848,CV_562,0,-1,0,0.02538860103673903
827,JOB_848,CV_1237,1,-1,1,0.09701196509778601
828,JOB_848,CV_365,1,-1,1,0.09701196509778601
829,JOB_848,CV_1502,1,-1,0,0.05048981939009535
830,JOB_848,CV_2812,1,-1,1,0.09701196509778601
831,JOB_848,CV_2623,1,-1,0,0.05048981939009535
832,JOB_848,CV_3733,0,-1,0,0.02538860103673903
833,JOB_848,CV_259,1,-1,1,0.09701196509778601
834,JOB_848,CV_2745,1,0,0,0.09701196509778601
835,JOB_848,CV_2869,1,-1,-1,0.0010415531554970948
836,JOB_848,CV_2932,0,-1,0,0.02538860103673903
837,JOB_848,CV_313,1,-1,0,0.05048981939009535
838,JOB_848,CV_2376,1,-1,0,0.05048981939009535
839,JOB_848,CV_3635,0,-1,-1,0.0005105230256900504
840,JOB_4901,CV_865,0,-1,-1,0.0005105230256900504
841,JOB_4901,CV_324,1,-1,-1,0.0010415531554970948
842,JOB_4901,CV_2741,0,-1,-1,0.0005105230256900504
843,JOB_4901,CV_767,0,-1,-1,0.0005105230256900504
844,JOB_4901,CV_678,-1,-1,1,0.0010209214132788126
845,JOB_4901,CV_3871,0,-1,0,0.02538860103673903
846,JOB_4901,CV_365,-1,-1,0,0.0005055652158428946
847,JOB_4901,CV_201,0,-1,0,0.02538860103673903
848,JOB_4901,CV_2503,0,-1,-1,0.0005105230256900504
849,JOB_4901,CV_3797,0,-1,-1,0.0005105230256900504
850,JOB_4901,CV_3733,0,-1,-1,0.0005105230256900504
851,JOB_4901,CV_3150,1,-1,0,0.05048981939009535
852,JOB_4901,CV_3635,0,-1,-1,0.0005105230256900504
853,JOB_4901,CV_1502,1,-1,-1,0.0010415531554970948
854,JOB_4901,CV_1471,0,-1,-1,0.0005105230256900504
855,JOB_4901,CV_3433,-1,-1,0,0.0005055652158428946
856,JOB_4901,CV_2376,1,-1,1,0.09701196509778601
857,JOB_4901,CV_3526,0,-1,0,0.02538860103673903
858,JOB_4901,CV_3109,0,-1,-1,0.0005105230256900504
859,JOB_4901,CV_688,0,-1,-1,0.0005105230256900504
860,JOB_4901,CV_562,-1,-1,-1,9.917959306947982e-06
861,JOB_4901,CV_3012,0,-1,1,0.050000000000852515
862,JOB_4901,CV_1237,0,-1,0,0.02538860103673903
863,JOB_4901,CV_3518,0,-1,0,0.02538860103673903
864,JOB_4901,CV_245,-1,-1,0,0.0005055652158428946
865,JOB_4901,CV_2469,1,-1,-1,0.0010415531554970948
866,JOB_4901,CV_945,0,-1,0,0.02538860103673903
867,JOB_4901,CV_3446,-1,-1,1,0.0010209214132788126
868,JOB_4901,CV_2677,0,-1,-1,0.0005105230256900504
869,JOB_4901,CV_3494,-1,-1,-1,9.917959306947982e-06
930,JOB_11973,CV_3494,-1,-1,0,0.0005055652158428946
931,JOB_11973,CV_245,0,-1,1,0.050000000000852515
932,JOB_11973,CV_1449,0,-1,-1,0.0005105230256900504
933,JOB_11973,CV_3326,0,-1,1,0.050000000000852515
934,JOB_11973,CV_2469,0,-1,0,0.02538860103673903
935,JOB_11973,CV_313,0,-1,0,0.02538860103673903
936,JOB_11973,CV_2418,0,-1,0,0.02538860103673903
937,JOB_11973,CV_1237,0,-1,1,0.050000000000852515
938,JOB_11973,CV_3341,0,-1,0,0.02538860103673903
939,JOB_11973,CV_945,0,-1,1,0.050000000000852515
940,JOB_11973,CV_562,0,-1,0,0.02538860103673903
941,JOB_11973,CV_3529,0,-1,-1,0.0005105230256900504
942,JOB_11973,CV_365,0,-1,1,0.050000000000852515
943,JOB_11973,CV_3150,1,-1,1,0.09701196509778601
944,JOB_11973,CV_3446,0,-1,0,0.02538860103673903
945,JOB_11973,CV_2677,0,-1,-1,0.0005105230256900504
946,JOB_11973,CV_2932,0,-1,0,0.02538860103673903
947,JOB_11973,CV_3797,-1,-1,0,0.0005055652158428946
948,JOB_11973,CV_3559,0,-1,1,0.050000000000852515
949,JOB_11973,CV_046,-1,-1,1,0.0010209214132788126
950,JOB_11973,CV_3495,0,-1,0,0.02538860103673903
951,JOB_11973,CV_2480,1,-1,0,0.05048981939009535
952,JOB_11973,CV_870,0,-1,1,0.050000000000852515
953,JOB_11973,CV_2869,1,-1,-1,0.0010415531554970948
954,JOB_11973,CV_3116,0,-1,1,0.050000000000852515
955,JOB_11973,CV_1502,0,-1,0,0.02538860103673903
956,JOB_11973,CV_2822,0,-1,0,0.02538860103673903
957,JOB_11973,CV_2812,0,-1,1,0.050000000000852515
958,JOB_11973,CV_3204,0,-1,1,0.050000000000852515
959,JOB_11973,CV_767,-1,-1,-1,9.917959306947982e-06
990,JOB_3663,CV_3635,0,-1,-1,0.0005105230256900504
991,JOB_3663,CV_631,1,-1,0,0.05048981939009535
992,JOB_3663,CV_2745,1,-1,0,0.05048981939009535
993,JOB_3663,CV_259,1,-1,1,0.09701196509778601
994,JOB_3663,CV_2531,1,-1,0,0.05048981939009535
995,JOB_3663,CV_3326,0,-1,1,0.050000000000852515
996,JOB_3663,CV_865,0,-1,-1,0.0005105230256900504
997,JOB_3663,CV_2822,1,-1,0,0.05048981939009535
998,JOB_3663,CV_3204,1,-1,1,0.09701196509778601
999,JOB_3663,CV_945,0,-1,1,0.050000000000852515
1000,JOB_3663,CV_3797,0,-1,0,0.02538860103673903
1001,JOB_3663,CV_206,1,-1,0,0.05048981939009535
1002,JOB_3663,CV_2404,0,-1,0,0.02538860103673903
1003,JOB_3663,CV_3243,0,-1,1,0.050000000000852515
1004,JOB_3663,CV_3140,0,-1,1,0.050000000000852515
1005,JOB_3663,CV_3526,0,-1,1,0.050000000000852515
1006,JOB_3663,CV_3109,0,-1,0,0.02538860103673903
1007,JOB_3663,CV_2677,0,-1,-1,0.0005105230256900504
1008,JOB_3663,CV_524,1,-1,0,0.05048981939009535
1009,JOB_3663,CV_313,1,-1,0,0.05048981939009535
1010,JOB_3663,CV_3150,1,-1,1,0.09701196509778601
1011,JOB_3663,CV_3518,1,-1,1,0.09701196509778601
1012,JOB_3663,CV_678,-1,-1,0,0.0005055652158428946
1013,JOB_3663,CV_278,0,-1,1,0.050000000000852515
1014,JOB_3663,CV_1432,1,-1,0,0.05048981939009535
1015,JOB_3663,CV_1406,1,-1,1,0.09701196509778601
1016,JOB_3663,CV_324,0,-1,-1,0.0005105230256900504
1017,JOB_3663,CV_905,-1,-1,-1,9.917959306947982e-06
1018,JOB_3663,CV_2418,-1,-1,0,0.0005055652158428946
1019,JOB_3663,CV_1471,-1,-1,0,0.0005055652158428946
1020,JOB_3962,CV_1237,1,-1,1,0.09701196509778601
1021,JOB_3962,CV_3116,0,-1,1,0.050000000000852515
1022,JOB_3962,CV_2503,0,-1,0,0.02538860103673903
1023,JOB_3962,CV_3680,-1,-1,0,0.0005055652158428946
1024,JOB_3962,CV_3839,0,0,1,0.09611650485583864
1025,JOB_3962,CV_3446,0,-1,0,0.02538860103673903
1026,JOB_3962,CV_2822,0,-1,0,0.02538860103673903
1027,JOB_3962,CV_1502,0,-1,0,0.02538860103673903
1028,JOB_3962,CV_3810,1,-1,0,0.05048981939009535
1029,JOB_3962,CV_1432,0,-1,0,0.02538860103673903
1030,JOB_3962,CV_2600,0,-1,0,0.02538860103673903
1031,JOB_3962,CV_3526,0,-1,1,0.050000000000852515
1032,JOB_3962,CV_3755,0,-1,0,0.02538860103673903
1033,JOB_3962,CV_2623,0,-1,0,0.02538860103673903
1034,JOB_3962,CV_2869,0,-1,-1,0.0005105230256900504
1035,JOB_3962,CV_3495,0,-1,0,0.02538860103673903
1036,JOB_3962,CV_2418,0,-1,0,0.02538860103673903
1037,JOB_3962,CV_1186,0,1,1,0.844314381259658
1038,JOB_3962,CV_2745,0,-1,0,0.02538860103673903
1039,JOB_3962,CV_3326,0,-1,1,0.050000000000852515
1040,JOB_3962,CV_500,1,-1,1,0.09701196509778601
1041,JOB_3962,CV_3871,0,-1,1,0.050000000000852515
1042,JOB_3962,CV_261,-1,-1,-1,9.917959306947982e-06
1043,JOB_3962,CV_245,0,-1,1,0.050000000000852515
1044,JOB_3962,CV_2531,-1,0,0,0.0010209214132788137
1045,JOB_3962,CV_3797,0,-1,0,0.02538860103673903
1046,JOB_3962,CV_3243,1,-1,1,0.09701196509778601
1047,JOB_3962,CV_324,1,-1,-1,0.0010415531554970948
1048,JOB_3962,CV_3118,-1,-1,0,0.0005055652158428946
1049,JOB_3962,CV_562,0,-1,0,0.02538860103673903
1050,JOB_11854,CV_3529,-1,-1,-1,9.917959306947982e-06
1051,JOB_11854,CV_3109,0,-1,-1,0.0005105230256900504
1052,JOB_11854,CV_2623,0,-1,-1,0.0005105230256900504
1053,JOB_11854,CV_3433,-1,-1,0,0.0005055652158428946
1054,JOB_11854,CV_2579,0,-1,-1,0.0005105230256900504
1055,JOB_11854,CV_905,-1,-1,-1,9.917959306947982e-06
1056,JOB_11854,CV_3118,-1,-1,-1,9.917959306947982e-06
1057,JOB_11854,CV_3797,-1,-1,-1,9.917959306947982e-06
1058,JOB_11854,CV_259,0,-1,0,0.02538860103673903
1059,JOB_11854,CV_3446,-1,-1,1,0.0010209214132788126
1060,JOB_11854,CV_3406,1,-1,0,0.05048981939009535
1061,JOB_11854,CV_3116,1,-1,0,0.05048981939009535
1062,JOB_11854,CV_3839,0,-1,0,0.02538860103673903
1063,JOB_11854,CV_3012,0,-1,1,0.050000000000852515
1064,JOB_11854,CV_206,0,0,-1,0.001030927835170999
1065,JOB_11854,CV_435,-1,-1,-1,9.917959306947982e-06
1066,JOB_11854,CV_678,-1,-1,1,0.0010209214132788126
1067,JOB_11854,CV_870,0,-1,0,0.02538860103673903
1068,JOB_11854,CV_2812,1,-1,0,0.05048981939009535
1069,JOB_11854,CV_1237,1,-1,0,0.05048981939009535
1070,JOB_11854,CV_631,0,0,1,0.09611650485583864
1071,JOB_11854,CV_365,0,0,0,0.050000000000852515
1072,JOB_11854,CV_2531,1,-1,1,0.09701196509778601
1073,JOB_11854,CV_3635,0,-1,-1,0.0005105230256900504
1074,JOB_11854,CV_3204,0,-1,0,0.02538860103673903
1075,JOB_11854,CV_1502,-1,-1,-1,9.917959306947982e-06
1076,JOB_11854,CV_1432,1,-1,1,0.09701196509778601
1077,JOB_11854,CV_2677,-1,-1,-1,9.917959306947982e-06
1078,JOB_11854,CV_3518,0,-1,0,0.02538860103673903
1079,JOB_11854,CV_261,-1,-1,-1,9.917959306947982e-06
