pair_id,job_id,cand_id,lf_skill,lf_sem,lf_exp,lf_role,lf_loc,y_prob,y_weak_consensus
2769,JOB_848,CV_605,-1,0,-1,-1,-1,0.0008827918008007309,0
2770,JOB_848,CV_532,-1,1,1,-1,-1,0.034672065104421654,0
2771,JOB_848,CV_1574,-1,-1,1,-1,-1,0.0015442935692705172,0
2772,JOB_848,CV_1860,-1,0,0,-1,-1,0.0080762834495878,0
2773,JOB_848,CV_2553,1,1,1,-1,-1,0.454768028774003,0
2774,JOB_848,CV_3789,1,1,1,-1,-1,0.454768028774003,0
2775,JOB_848,CV_2766,-1,-1,1,-1,-1,0.0015442935692705172,0
2776,JOB_848,CV_2658,-1,1,-1,-1,-1,0.0018618453328126804,0
2777,JOB_848,CV_2379,-1,0,1,-1,-1,0.016728886119059285,0
2778,JOB_848,CV_1019,-1,0,-1,-1,1,0.004445064433151091,0
2779,JOB_848,CV_3088,1,1,1,-1,1,0.808239026155528,1
2780,JOB_848,CV_1151,-1,0,-1,-1,-1,0.0008827918008007309,0
2781,JOB_848,CV_2579,-1,1,-1,-1,1,0.009337905367753526,0
2782,JOB_848,CV_3051,-1,0,1,-1,-1,0.016728886119059285,0
2783,JOB_848,CV_3284,-1,0,-1,-1,-1,0.0008827918008007309,0
2784,JOB_848,CV_3636,-1,0,-1,-1,-1,0.0008827918008007309,0
2785,JOB_848,CV_2769,-1,0,0,-1,1,0.03951787161985485,0
2786,JOB_848,CV_2392,-1,1,1,-1,-1,0.034672065104421654,0
2787,JOB_848,CV_3657,-1,1,1,1,-1,0.10439562230127407,0
2788,JOB_848,CV_233,1,1,1,1,-1,0.7302317401433427,1
2789,JOB_848,CV_1090,-1,0,-1,-1,-1,0.0008827918008007309,0
2790,JOB_848,CV_3181,-1,0,1,-1,1,0.07916723666250709,0
2791,JOB_848,CV_187,-1,0,1,-1,-1,0.016728886119059285,0
2792,JOB_848,CV_1792,-1,1,1,1,-1,0.10439562230127407,0
2793,JOB_848,CV_3929,-1,1,0,-1,-1,0.01689829239252925,0
2794,JOB_848,CV_2991,-1,1,1,1,1,0.3706850697644348,0
2795,JOB_848,CV_272,-1,0,-1,-1,1,0.004445064433151091,0
2796,JOB_848,CV_1577,-1,0,-1,-1,-1,0.0008827918008007309,0
2797,JOB_848,CV_1015,-1,0,0,-1,1,0.03951787161985485,0
2798,JOB_848,CV_1325,-1,0,1,-1,-1,0.016728886119059285,0
2799,JOB_848,CV_2239,-1,1,1,-1,1,0.15361803787121434,0
2800,JOB_4901,CV_2294,-1,0,0,0,-1,0.01374087676851104,0
2801,JOB_4901,CV_1036,-1,0,1,-1,1,0.07916723666250709,0
2802,JOB_4901,CV_1844,-1,0,1,0,-1,0.02828921519950765,0
2803,JOB_4901,CV_3636,-1,0,-1,-1,-1,0.0008827918008007309,0
2804,JOB_4901,CV_2550,-1,0,-1,0,1,0.007582239379063284,0
2805,JOB_4901,CV_3792,-1,0,0,-1,-1,0.0080762834495878,0
2806,JOB_4901,CV_2402,-1,0,0,0,1,0.06577288027095901,0
2807,JOB_4901,CV_3051,-1,0,1,0,-1,0.02828921519950765,0
2808,JOB_4901,CV_2869,-1,0,-1,-1,-1,0.0008827918008007309,0
2809,JOB_4901,CV_1068,-1,0,-1,0,-1,0.0015096485596628858,0
2810,JOB_4901,CV_2379,-1,0,1,-1,-1,0.016728886119059285,0
2811,JOB_4901,CV_1618,-1,0,1,-1,-1,0.016728886119059285,0
2812,JOB_4901,CV_2953,-1,0,1,-1,-1,0.016728886119059285,0
2813,JOB_4901,CV_2369,-1,-1,1,0,-1,0.002639631480061397,0
2814,JOB_4901,CV_1739,-1,-1,0,0,-1,0.0012649722795961807,0
2815,JOB_4901,CV_3173,-1,0,1,0,-1,0.02828921519950765,0
2816,JOB_4901,CV_3181,-1,1,1,0,-1,0.05790168407977278,0
2817,JOB_4901,CV_080,-1,0,1,0,-1,0.02828921519950765,0
2818,JOB_4901,CV_2877,-1,-1,1,0,1,0.013197522239432963,0
2819,JOB_4901,CV_2441,-1,0,-1,-1,-1,0.0008827918008007309,0
2820,JOB_4901,CV_2718,-1,-1,0,0,-1,0.0012649722795961807,0
2821,JOB_4901,CV_813,-1,0,1,-1,-1,0.016728886119059285,0
2822,JOB_4901,CV_661,-1,0,-1,0,-1,0.0015096485596628858,0
2823,JOB_4901,CV_1781,-1,0,-1,0,-1,0.0015096485596628858,0
2824,JOB_4901,CV_433,-1,0,0,0,-1,0.01374087676851104,0
2825,JOB_4901,CV_2732,-1,0,-1,0,-1,0.0015096485596628858,0
2826,JOB_4901,CV_2615,-1,1,-1,0,-1,0.003181698906503991,0
2827,JOB_4901,CV_634,-1,0,-1,0,1,0.007582239379063284,0
2828,JOB_4901,CV_3685,-1,0,-1,0,-1,0.0015096485596628858,0
2829,JOB_4901,CV_3727,-1,-1,1,0,-1,0.002639631480061397,0
2830,JOB_4901,CV_2069,-1,1,-1,0,-1,0.003181698906503991,0
2831,JOB_4901,CV_3145,-1,-1,1,-1,-1,0.0015442935692705172,0
2832,JOB_4901,CV_3093,-1,0,-1,-1,-1,0.0008827918008007309,0
2833,JOB_4901,CV_532,-1,-1,1,0,1,0.013197522239432963,0
2834,JOB_4901,CV_1085,-1,0,-1,0,-1,0.0015096485596628858,0
2835,JOB_4901,CV_1161,-1,0,1,0,-1,0.02828921519950765,0
2836,JOB_4901,CV_2207,-1,-1,1,0,1,0.013197522239432963,0
2837,JOB_4901,CV_3088,-1,0,1,0,-1,0.02828921519950765,0
2838,JOB_4901,CV_216,-1,0,1,0,-1,0.02828921519950765,0
2839,JOB_4901,CV_2166,-1,0,-1,1,-1,0.002859298785317209,0
2840,JOB_4901,CV_1803,-1,0,-1,0,-1,0.0015096485596628858,0
2841,JOB_4901,CV_1792,-1,-1,1,1,-1,0.004994451571761179,0
2842,JOB_4901,CV_160,-1,0,-1,-1,1,0.004445064433151091,0
2843,JOB_4901,CV_3399,-1,0,1,0,-1,0.02828921519950765,0
2844,JOB_4901,CV_2365,-1,-1,0,0,1,0.006359616677526063,0
2845,JOB_4901,CV_1172,-1,-1,1,-1,-1,0.0015442935692705172,0
2846,JOB_4901,CV_869,-1,0,-1,0,-1,0.0015096485596628858,0
2847,JOB_4901,CV_3090,-1,0,1,0,-1,0.02828921519950765,0
2848,JOB_4901,CV_3647,-1,-1,1,0,-1,0.002639631480061397,0
2849,JOB_4901,CV_3923,-1,0,1,0,-1,0.02828921519950765,0
2850,JOB_4901,CV_1639,-1,-1,1,0,1,0.013197522239432963,0
2851,JOB_4901,CV_3075,-1,0,-1,0,1,0.007582239379063284,0
2852,JOB_4901,CV_1785,-1,0,-1,0,-1,0.0015096485596628858,0
2853,JOB_4901,CV_2858,-1,0,1,0,-1,0.02828921519950765,0
2854,JOB_4901,CV_3414,-1,0,-1,0,1,0.007582239379063284,0
2855,JOB_4901,CV_722,-1,0,-1,0,-1,0.0015096485596628858,0
2856,JOB_4901,CV_1090,-1,0,-1,0,-1,0.0015096485596628858,0
2857,JOB_4901,CV_1690,-1,0,0,0,1,0.06577288027095901,0
2858,JOB_4901,CV_1245,-1,-1,1,0,1,0.013197522239432963,0
2859,JOB_4901,CV_2658,-1,0,-1,0,1,0.007582239379063284,0
2860,JOB_4901,CV_2913,-1,0,1,1,-1,0.05232559089768777,0
2861,JOB_4901,CV_3098,-1,0,1,0,-1,0.02828921519950765,0
2862,JOB_4901,CV_1138,-1,0,1,0,-1,0.02828921519950765,0
2863,JOB_4901,CV_605,-1,-1,-1,0,-1,0.00013742938756156384,0
2864,JOB_4901,CV_2584,-1,-1,-1,0,-1,0.00013742938756156384,0
2865,JOB_4901,CV_2977,-1,1,1,0,-1,0.05790168407977278,0
2866,JOB_4901,CV_2033,-1,0,1,0,-1,0.02828921519950765,0
2867,JOB_4901,CV_1517,-1,1,0,0,1,0.1293973718407125,0
2868,JOB_4901,CV_272,-1,-1,-1,0,-1,0.00013742938756156384,0
2869,JOB_4901,CV_421,-1,1,0,0,1,0.1293973718407125,0
2870,JOB_4901,CV_3563,-1,0,-1,0,-1,0.0015096485596628858,0
2871,JOB_4901,CV_1380,-1,0,1,0,-1,0.02828921519950765,0
2872,JOB_4901,CV_1687,-1,0,1,0,-1,0.02828921519950765,0
2873,JOB_4901,CV_1793,-1,0,-1,0,-1,0.0015096485596628858,0
2874,JOB_4901,CV_3753,-1,0,-1,0,-1,0.0015096485596628858,0
2875,JOB_4901,CV_3625,-1,0,-1,0,-1,0.0015096485596628858,0
2876,JOB_4901,CV_538,-1,-1,1,-1,-1,0.0015442935692705172,0
2877,JOB_4901,CV_3546,-1,1,-1,-1,1,0.009337905367753526,0
2878,JOB_4901,CV_618,-1,0,1,1,-1,0.05232559089768777,0
2879,JOB_4901,CV_1231,-1,0,1,-1,-1,0.016728886119059285,0
2880,JOB_4901,CV_3133,-1,0,-1,0,-1,0.0015096485596628858,0
2881,JOB_4901,CV_640,-1,0,1,0,-1,0.02828921519950765,0
2882,JOB_4901,CV_3791,-1,0,1,0,-1,0.02828921519950765,0
2883,JOB_4901,CV_1751,-1,0,-1,0,1,0.007582239379063284,0
2884,JOB_4901,CV_3710,-1,-1,1,0,1,0.013197522239432963,0
2885,JOB_4901,CV_233,-1,0,1,0,1,0.12824728097545876,0
2886,JOB_4901,CV_1807,-1,-1,1,0,-1,0.002639631480061397,0
2887,JOB_4901,CV_2039,-1,0,1,0,-1,0.02828921519950765,0
2888,JOB_4901,CV_040,-1,-1,-1,0,-1,0.00013742938756156384,0
2889,JOB_4901,CV_2436,-1,-1,1,0,-1,0.002639631480061397,0
2890,JOB_4901,CV_1961,-1,0,1,0,-1,0.02828921519950765,0
2891,JOB_4901,CV_631,-1,0,1,0,-1,0.02828921519950765,0
2892,JOB_4901,CV_1480,-1,0,-1,0,-1,0.0015096485596628858,0
2893,JOB_4901,CV_392,-1,-1,-1,0,-1,0.00013742938756156384,0
2894,JOB_4901,CV_1534,-1,0,-1,0,-1,0.0015096485596628858,0
2895,JOB_4901,CV_3782,-1,0,0,0,-1,0.01374087676851104,0
2896,JOB_4901,CV_1494,-1,0,1,0,-1,0.02828921519950765,0
2897,JOB_4901,CV_2596,-1,-1,-1,-1,-1,8.03182586734358e-05,0
2898,JOB_4901,CV_296,-1,0,0,0,-1,0.01374087676851104,0
2899,JOB_4901,CV_2991,-1,0,1,0,-1,0.02828921519950765,0
2900,JOB_6573,CV_1742,-1,-1,0,-1,-1,0.0007396380664553713,0
2901,JOB_6573,CV_251,-1,0,0,-1,-1,0.0080762834495878,0
2902,JOB_6573,CV_999,-1,0,0,-1,-1,0.0080762834495878,0
2903,JOB_6573,CV_2953,-1,0,0,-1,1,0.03951787161985485,0
2904,JOB_6573,CV_1161,-1,0,0,-1,-1,0.0080762834495878,0
2905,JOB_6573,CV_2553,-1,-1,0,-1,-1,0.0007396380664553713,0
2906,JOB_6573,CV_2769,-1,-1,1,-1,1,0.0077551622213322515,0
2907,JOB_6573,CV_2166,-1,0,0,-1,-1,0.0080762834495878,0
2908,JOB_6573,CV_2672,-1,0,0,-1,-1,0.0080762834495878,0
2909,JOB_6573,CV_2579,-1,0,0,-1,1,0.03951787161985485,0
2910,JOB_6573,CV_640,-1,0,0,-1,1,0.03951787161985485,0
2911,JOB_6573,CV_2492,-1,0,0,-1,-1,0.0080762834495878,0
2912,JOB_6573,CV_2877,-1,-1,0,-1,-1,0.0007396380664553713,0
2913,JOB_6573,CV_1019,-1,0,0,-1,1,0.03951787161985485,0
2914,JOB_6573,CV_3284,-1,0,0,-1,-1,0.0080762834495878,0
2915,JOB_6573,CV_788,-1,-1,0,1,-1,0.002396402946724275,0
2916,JOB_6573,CV_2294,-1,0,1,-1,-1,0.016728886119059285,0
2917,JOB_6573,CV_2965,-1,-1,0,-1,-1,0.0007396380664553713,0
2918,JOB_6573,CV_2766,-1,0,0,-1,-1,0.0080762834495878,0
2919,JOB_6573,CV_2733,-1,0,0,-1,-1,0.0080762834495878,0
2920,JOB_6573,CV_337,-1,0,0,-1,1,0.03951787161985485,0
2921,JOB_6573,CV_1070,-1,1,0,-1,-1,0.01689829239252925,0
2922,JOB_6573,CV_3133,-1,0,0,-1,1,0.03951787161985485,0
2923,JOB_6573,CV_3962,-1,1,0,-1,1,0.07991753891832785,0
2924,JOB_6573,CV_3663,-1,0,0,1,-1,0.025743514038269317,0
2925,JOB_6573,CV_1785,-1,0,0,-1,1,0.03951787161985485,0
2926,JOB_6573,CV_879,-1,0,0,-1,-1,0.0080762834495878,0
2927,JOB_6573,CV_1639,-1,-1,0,-1,-1,0.0007396380664553713,0
2928,JOB_6573,CV_028,-1,0,0,-1,-1,0.0080762834495878,0
2929,JOB_6573,CV_2436,-1,-1,0,-1,1,0.0037264061914744602,0
2930,JOB_6573,CV_3733,-1,0,0,-1,-1,0.0080762834495878,0
2931,JOB_6573,CV_3923,-1,0,0,-1,1,0.03951787161985485,0
2932,JOB_6573,CV_1633,-1,-1,0,-1,-1,0.0007396380664553713,0
2933,JOB_6573,CV_2858,-1,0,0,-1,-1,0.0080762834495878,0
2934,JOB_6573,CV_2977,-1,1,0,-1,-1,0.01689829239252925,0
2935,JOB_6573,CV_2550,-1,0,0,-1,-1,0.0080762834495878,0
2936,JOB_6573,CV_2385,-1,1,0,-1,1,0.07991753891832785,0
2937,JOB_6573,CV_1860,-1,0,1,-1,-1,0.016728886119059285,0
2938,JOB_6573,CV_433,-1,0,1,-1,-1,0.016728886119059285,0
2939,JOB_6573,CV_1241,-1,0,0,-1,-1,0.0080762834495878,0
2940,JOB_6573,CV_2489,-1,0,1,-1,1,0.07916723666250709,0
2941,JOB_6573,CV_2638,1,1,0,-1,1,0.6685516608510326,1
2942,JOB_6573,CV_2369,-1,0,0,-1,-1,0.0080762834495878,0
2943,JOB_6573,CV_1687,-1,0,0,-1,-1,0.0080762834495878,0
2944,JOB_6573,CV_1172,-1,-1,0,-1,1,0.0037264061914744602,0
2945,JOB_6573,CV_246,-1,0,0,-1,-1,0.0080762834495878,0
2946,JOB_6573,CV_2541,-1,0,0,-1,-1,0.0080762834495878,0
2947,JOB_6573,CV_929,-1,0,0,-1,-1,0.0080762834495878,0
2948,JOB_6573,CV_2327,-1,0,0,-1,-1,0.0080762834495878,0
2949,JOB_6573,CV_2615,-1,1,0,-1,1,0.07991753891832785,0
2950,JOB_6573,CV_605,-1,0,0,-1,-1,0.0080762834495878,0
2951,JOB_6573,CV_1045,-1,-1,0,-1,-1,0.0007396380664553713,0
2952,JOB_6573,CV_2341,-1,0,0,-1,-1,0.0080762834495878,0
2953,JOB_6573,CV_1993,-1,0,0,-1,-1,0.0080762834495878,0
2954,JOB_6573,CV_665,-1,-1,0,-1,-1,0.0007396380664553713,0
2955,JOB_6573,CV_3543,-1,0,0,-1,-1,0.0080762834495878,0
2956,JOB_6573,CV_2253,-1,1,0,-1,1,0.07991753891832785,0
2957,JOB_6573,CV_1618,-1,1,0,-1,-1,0.01689829239252925,0
2958,JOB_6573,CV_2913,-1,0,0,-1,1,0.03951787161985485,0
2959,JOB_6573,CV_2157,-1,0,0,-1,1,0.03951787161985485,0
2960,JOB_6573,CV_2830,-1,0,1,-1,1,0.07916723666250709,0
2961,JOB_6573,CV_634,-1,0,0,-1,-1,0.0080762834495878,0
2962,JOB_6573,CV_3299,-1,0,0,-1,1,0.03951787161985485,0
2963,JOB_6573,CV_2379,-1,1,0,-1,-1,0.01689829239252925,0
2964,JOB_6573,CV_3500,-1,0,0,-1,1,0.03951787161985485,0
2965,JOB_6573,CV_2239,-1,0,0,-1,1,0.03951787161985485,0
2966,JOB_6573,CV_1810,-1,0,0,-1,1,0.03951787161985485,0
2967,JOB_6573,CV_2420,-1,0,1,-1,-1,0.016728886119059285,0
2968,JOB_6573,CV_1015,-1,0,1,-1,1,0.07916723666250709,0
2969,JOB_6573,CV_2979,-1,0,0,-1,-1,0.0080762834495878,0
2970,JOB_6573,CV_3546,-1,0,0,-1,-1,0.0080762834495878,0
2971,JOB_6573,CV_3719,-1,1,0,-1,-1,0.01689829239252925,0
2972,JOB_6573,CV_046,-1,-1,1,-1,-1,0.0015442935692705172,0
2973,JOB_6573,CV_964,-1,0,0,-1,-1,0.0080762834495878,0
2974,JOB_6573,CV_2555,-1,0,0,-1,-1,0.0080762834495878,0
2975,JOB_6573,CV_3753,-1,0,0,-1,-1,0.0080762834495878,0
2976,JOB_6573,CV_2024,-1,0,0,-1,-1,0.0080762834495878,0
2977,JOB_6573,CV_2177,-1,0,0,-1,-1,0.0080762834495878,0
2978,JOB_6573,CV_3722,-1,-1,0,-1,-1,0.0007396380664553713,0
2979,JOB_6573,CV_481,-1,0,0,1,1,0.11779695264608223,0
2980,JOB_6573,CV_813,-1,0,0,-1,1,0.03951787161985485,0
2981,JOB_6573,CV_2069,-1,1,0,-1,1,0.07991753891832785,0
2982,JOB_6573,CV_3093,-1,0,0,-1,-1,0.0080762834495878,0
2983,JOB_6573,CV_1085,-1,0,0,-1,1,0.03951787161985485,0
2984,JOB_6573,CV_869,-1,0,0,-1,-1,0.0080762834495878,0
2985,JOB_6573,CV_1122,-1,0,0,-1,-1,0.0080762834495878,0
2986,JOB_6573,CV_1224,-1,0,0,-1,1,0.03951787161985485,0
2987,JOB_6573,CV_1636,-1,0,0,-1,-1,0.0080762834495878,0
2988,JOB_6573,CV_877,-1,0,0,-1,-1,0.0080762834495878,0
2989,JOB_6573,CV_272,-1,0,0,-1,1,0.03951787161985485,0
2990,JOB_6573,CV_1574,-1,-1,0,-1,-1,0.0007396380664553713,0
2991,JOB_6573,CV_2869,-1,0,0,-1,1,0.03951787161985485,0
2992,JOB_6573,CV_1913,-1,1,0,-1,1,0.07991753891832785,0
2993,JOB_6573,CV_216,-1,0,0,-1,1,0.03951787161985485,0
2994,JOB_6573,CV_307,-1,0,1,-1,-1,0.016728886119059285,0
2995,JOB_6573,CV_3929,-1,0,1,-1,-1,0.016728886119059285,0
2996,JOB_6573,CV_392,-1,-1,0,-1,1,0.0037264061914744602,0
2997,JOB_6573,CV_1796,-1,1,1,-1,-1,0.034672065104421654,0
2998,JOB_6573,CV_505,-1,0,0,-1,-1,0.0080762834495878,0
2999,JOB_6573,CV_080,-1,0,0,-1,1,0.03951787161985485,0
3000,JOB_3845,CV_2478,-1,-1,1,-1,-1,0.0015442935692705172,0
3001,JOB_3845,CV_307,-1,1,0,-1,1,0.07991753891832785,0
3002,JOB_3845,CV_3543,-1,0,1,-1,-1,0.016728886119059285,0
3003,JOB_3845,CV_3636,-1,1,-1,-1,-1,0.0018618453328126804,0
3004,JOB_3845,CV_1078,1,0,-1,-1,-1,0.02010595680604062,0
3005,JOB_3845,CV_337,-1,0,-1,-1,-1,0.0008827918008007309,0
3006,JOB_3845,CV_2732,-1,0,-1,-1,-1,0.0008827918008007309,0
3007,JOB_3845,CV_1224,-1,0,-1,-1,-1,0.0008827918008007309,0
3008,JOB_3845,CV_3738,-1,0,1,1,-1,0.05232559089768777,0
3009,JOB_3845,CV_2356,-1,0,-1,-1,-1,0.0008827918008007309,0
3010,JOB_3845,CV_634,-1,0,-1,-1,-1,0.0008827918008007309,0
3011,JOB_3845,CV_2445,-1,0,-1,-1,-1,0.0008827918008007309,0
3012,JOB_3845,CV_1793,-1,0,-1,-1,-1,0.0008827918008007309,0
3013,JOB_3845,CV_2584,-1,1,-1,-1,-1,0.0018618453328126804,0
3014,JOB_3845,CV_1231,-1,1,1,-1,-1,0.034672065104421654,0
3015,JOB_3845,CV_1287,1,0,1,-1,-1,0.2832010598158251,0
3016,JOB_3845,CV_1517,-1,1,0,-1,-1,0.01689829239252925,0
3017,JOB_3845,CV_3657,-1,1,1,1,-1,0.10439562230127407,0
3018,JOB_3845,CV_1252,1,0,1,-1,-1,0.2832010598158251,0
3019,JOB_3845,CV_1574,-1,-1,1,1,-1,0.004994451571761179,0
3020,JOB_3845,CV_2752,-1,0,1,-1,-1,0.016728886119059285,0
3021,JOB_3845,CV_3563,-1,0,-1,-1,-1,0.0008827918008007309,0
3022,JOB_3845,CV_618,-1,0,1,-1,-1,0.016728886119059285,0
3023,JOB_3845,CV_2961,-1,0,0,-1,-1,0.0080762834495878,0
3024,JOB_3845,CV_1796,-1,1,0,-1,-1,0.01689829239252925,0
3025,JOB_3845,CV_433,-1,-1,0,-1,-1,0.0007396380664553713,0
3026,JOB_3845,CV_788,1,0,-1,-1,-1,0.02010595680604062,0
3027,JOB_3845,CV_1480,-1,0,-1,-1,-1,0.0008827918008007309,0
3028,JOB_3845,CV_1682,-1,-1,-1,-1,-1,8.03182586734358e-05,0
3029,JOB_3845,CV_3181,-1,0,1,1,-1,0.05232559089768777,0
3030,JOB_3845,CV_2024,-1,1,1,1,-1,0.10439562230127407,0
3031,JOB_3845,CV_137,-1,-1,0,-1,-1,0.0007396380664553713,0
3032,JOB_3845,CV_3088,-1,0,1,-1,-1,0.016728886119059285,0
3033,JOB_3845,CV_924,-1,0,1,-1,-1,0.016728886119059285,0
3034,JOB_3845,CV_1151,-1,-1,-1,-1,-1,8.03182586734358e-05,0
3035,JOB_3845,CV_2579,-1,0,-1,-1,-1,0.0008827918008007309,0
3036,JOB_3845,CV_877,1,0,1,-1,-1,0.2832010598158251,0
3037,JOB_3845,CV_3791,1,-1,1,-1,-1,0.03467206510442167,0
3038,JOB_3845,CV_2157,1,0,-1,1,-1,0.06243232352062822,0
3039,JOB_3845,CV_1844,1,0,1,-1,-1,0.2832010598158251,0
3040,JOB_3845,CV_1015,-1,1,0,-1,-1,0.01689829239252925,0
3041,JOB_3845,CV_2207,-1,-1,1,1,-1,0.004994451571761179,0
3042,JOB_3845,CV_246,-1,0,-1,-1,-1,0.0008827918008007309,0
3043,JOB_3845,CV_2830,-1,0,0,1,-1,0.025743514038269317,0
3044,JOB_3845,CV_1993,-1,0,-1,-1,-1,0.0008827918008007309,0
3045,JOB_3845,CV_296,-1,0,0,-1,-1,0.0080762834495878,0
3046,JOB_3845,CV_1534,-1,0,-1,-1,-1,0.0008827918008007309,0
3047,JOB_3845,CV_3098,1,0,1,1,-1,0.5618280036801903,1
3048,JOB_3845,CV_1687,-1,1,1,-1,-1,0.034672065104421654,0
3049,JOB_3845,CV_3455,-1,-1,-1,-1,-1,8.03182586734358e-05,0
3050,JOB_3845,CV_2327,1,0,-1,-1,-1,0.02010595680604062,0
3051,JOB_3845,CV_1161,-1,1,1,-1,-1,0.034672065104421654,0
3052,JOB_3845,CV_2313,-1,0,-1,-1,-1,0.0008827918008007309,0
3053,JOB_3845,CV_3015,-1,0,0,-1,-1,0.0080762834495878,0
3054,JOB_3845,CV_1881,-1,0,0,-1,-1,0.0080762834495878,0
3055,JOB_3845,CV_3710,-1,0,1,-1,-1,0.016728886119059285,0
3056,JOB_3845,CV_1810,1,0,-1,-1,-1,0.02010595680604062,0
3057,JOB_3845,CV_3474,1,0,1,-1,-1,0.2832010598158251,0
3058,JOB_3845,CV_2380,1,0,1,-1,-1,0.2832010598158251,0
3059,JOB_3845,CV_1172,-1,-1,1,-1,-1,0.0015442935692705172,0
3060,JOB_3845,CV_1751,-1,-1,-1,-1,-1,8.03182586734358e-05,0
3061,JOB_3845,CV_3478,-1,0,1,-1,-1,0.016728886119059285,0
3062,JOB_3845,CV_1309,-1,0,-1,-1,-1,0.0008827918008007309,0
3063,JOB_3845,CV_477,1,0,1,-1,-1,0.2832010598158251,0
3064,JOB_3845,CV_1245,1,0,1,-1,-1,0.2832010598158251,0
3065,JOB_3845,CV_2420,-1,0,0,-1,-1,0.0080762834495878,0
3066,JOB_3845,CV_2596,-1,-1,-1,-1,-1,8.03182586734358e-05,0
3067,JOB_3845,CV_2495,-1,0,-1,-1,-1,0.0008827918008007309,0
3068,JOB_3845,CV_263,-1,0,1,-1,-1,0.016728886119059285,0
3069,JOB_3845,CV_2638,-1,1,-1,-1,-1,0.0018618453328126804,0
3070,JOB_3845,CV_1898,-1,0,1,-1,-1,0.016728886119059285,0
3071,JOB_3845,CV_3299,-1,0,-1,-1,-1,0.0008827918008007309,0
3072,JOB_3845,CV_2766,-1,-1,1,-1,-1,0.0015442935692705172,0
3073,JOB_3845,CV_622,-1,-1,0,-1,-1,0.0007396380664553713,0
3074,JOB_3845,CV_3970,-1,-1,-1,-1,-1,8.03182586734358e-05,0
3075,JOB_3845,CV_2965,-1,-1,1,-1,-1,0.0015442935692705172,0
3076,JOB_3845,CV_2672,-1,0,1,1,-1,0.05232559089768777,0
3077,JOB_3845,CV_1036,-1,1,1,-1,-1,0.034672065104421654,0
3078,JOB_3845,CV_3547,-1,0,-1,-1,-1,0.0008827918008007309,0
3079,JOB_3845,CV_2166,-1,0,-1,1,-1,0.002859298785317209,0
3080,JOB_3845,CV_2769,-1,-1,0,-1,-1,0.0007396380664553713,0
3081,JOB_3845,CV_1971,-1,0,-1,-1,-1,0.0008827918008007309,0
3082,JOB_3845,CV_999,-1,0,-1,-1,-1,0.0008827918008007309,0
3083,JOB_3845,CV_046,-1,-1,0,-1,-1,0.0007396380664553713,0
3084,JOB_3845,CV_1639,1,-1,1,-1,-1,0.03467206510442167,0
3085,JOB_3845,CV_3200,1,0,1,-1,-1,0.2832010598158251,0
3086,JOB_3845,CV_1792,-1,0,1,-1,-1,0.016728886119059285,0
3087,JOB_3845,CV_3093,-1,0,-1,-1,-1,0.0008827918008007309,0
3088,JOB_3845,CV_2574,-1,-1,-1,-1,-1,8.03182586734358e-05,0
3089,JOB_3845,CV_3039,-1,0,1,-1,-1,0.016728886119059285,0
3090,JOB_3845,CV_2550,-1,1,-1,-1,-1,0.0018618453328126804,0
3091,JOB_3845,CV_028,1,0,1,-1,-1,0.2832010598158251,0
3092,JOB_3845,CV_2553,-1,0,1,-1,-1,0.016728886119059285,0
3093,JOB_3845,CV_3090,1,0,1,-1,-1,0.2832010598158251,0
3094,JOB_3845,CV_611,-1,0,-1,-1,-1,0.0008827918008007309,0
3095,JOB_3845,CV_1031,-1,0,1,-1,-1,0.016728886119059285,0
3096,JOB_3845,CV_665,-1,-1,1,-1,-1,0.0015442935692705172,0
3097,JOB_3845,CV_2436,-1,0,1,-1,-1,0.016728886119059285,0
3098,JOB_3845,CV_3133,-1,0,-1,-1,-1,0.0008827918008007309,0
3099,JOB_3845,CV_3722,1,0,-1,1,-1,0.06243232352062822,0
3100,JOB_11973,CV_2015,-1,0,0,-1,-1,0.0080762834495878,0
3101,JOB_11973,CV_611,-1,0,-1,-1,1,0.004445064433151091,0
3102,JOB_11973,CV_3647,-1,-1,1,-1,-1,0.0015442935692705172,0
3103,JOB_11973,CV_2385,-1,-1,-1,-1,1,0.00040573633479455186,0
3104,JOB_11973,CV_3657,-1,0,1,-1,-1,0.016728886119059285,0
3105,JOB_11973,CV_2369,-1,0,1,-1,-1,0.016728886119059285,0
3106,JOB_11973,CV_3757,-1,0,-1,-1,-1,0.0008827918008007309,0
3107,JOB_11973,CV_2492,-1,0,1,-1,-1,0.016728886119059285,0
3108,JOB_11973,CV_538,-1,0,1,-1,1,0.07916723666250709,0
3109,JOB_11973,CV_1690,-1,-1,0,-1,-1,0.0007396380664553713,0
3110,JOB_11973,CV_2157,-1,0,-1,-1,1,0.004445064433151091,0
3111,JOB_11973,CV_3284,-1,0,-1,-1,-1,0.0008827918008007309,0
3112,JOB_11973,CV_1231,-1,0,1,-1,-1,0.016728886119059285,0
3113,JOB_11973,CV_1682,-1,1,-1,-1,-1,0.0018618453328126804,0
3114,JOB_11973,CV_2733,-1,1,-1,1,-1,0.006017180859498359,0
3115,JOB_11973,CV_1632,-1,0,1,-1,-1,0.016728886119059285,0
3116,JOB_11973,CV_3744,-1,0,1,-1,-1,0.016728886119059285,0
3117,JOB_11973,CV_3719,-1,0,-1,-1,-1,0.0008827918008007309,0
